0.80898,0.19102
0.74484,0.25516
0.86392,0.13608
0.72332,0.27668
0.75247,0.24753
0.82512,0.17488
0.51705,0.48295
0.37719,0.62281
0.7887,0.2113
0.92349,0.076508
0.31235,0.68765
0.65411,0.34589
0.52221,0.47779
0.87195,0.12805
0.72403,0.27597
0.78787,0.21213
0.94954,0.050464
0.74041,0.25959
0.53134,0.46866
0.35424,0.64576
0.55439,0.44561
0.52062,0.47938
0.83152,0.16848
0.79078,0.20922
0.81642,0.18358
0.53636,0.46364
0.91213,0.087866
0.53493,0.46507
0.78099,0.21901
0.74245,0.25755
0.4733,0.5267
0.55891,0.44109
0.41744,0.58256
0.5751,0.4249
0.74785,0.25215
0.59499,0.40501
0.85774,0.14226
0.68129,0.31871
0.54299,0.45701
0.5118,0.4882
0.87471,0.12529
0.8103,0.1897
0.70847,0.29153
0.72137,0.27863
0.94971,0.05029
0.72641,0.27359
0.89297,0.10703
0.96017,0.039831
0.86389,0.13611
0.76874,0.23126
0.56797,0.43203
0.7409,0.2591
0.72116,0.27884
0.80159,0.19841
0.87167,0.12833
0.73808,0.26192
0.60412,0.39588
0.71016,0.28984
0.78094,0.21906
0.27472,0.72528
0.68033,0.31967
0.8738,0.1262
0.78039,0.21961
0.74737,0.25263
0.92818,0.071816
0.81873,0.18127
0.60093,0.39907
0.69611,0.30389
0.71337,0.28663
0.79852,0.20148
0.81257,0.18743
0.44275,0.55725
0.66974,0.33026
0.55535,0.44465
0.33991,0.66009
0.83775,0.16225
0.72386,0.27614
0.72982,0.27018
0.58664,0.41336
0.85102,0.14898
0.85271,0.14729
0.46349,0.53651
0.89801,0.10199
0.71676,0.28324
0.79956,0.20044
0.96105,0.038947
0.87625,0.12375
0.67237,0.32763
0.61704,0.38296
0.71358,0.28642
0.57457,0.42543
0.87506,0.12494
0.79672,0.20328
0.61012,0.38988
0.47985,0.52015
0.8511,0.1489
0.66379,0.33621
0.87186,0.12814
0.65347,0.34653
0.47968,0.52032
0.95461,0.04539
0.55205,0.44795
0.82537,0.17463
0.3371,0.6629
0.6333,0.3667
0.6576,0.3424
0.81368,0.18632
0.62915,0.37085
0.91236,0.08764
0.98464,0.01536
0.91833,0.081675
0.64335,0.35665
0.91041,0.089595
0.67537,0.32463
0.72508,0.27492
0.76415,0.23585
0.72589,0.27411
0.58734,0.41266
0.81069,0.18931
0.84625,0.15375
0.66615,0.33385
0.67846,0.32154
0.63018,0.36982
0.66559,0.33441
0.64021,0.35979
0.58138,0.41862
0.91593,0.084073
0.65317,0.34683
0.59808,0.40192
0.61913,0.38087
0.67827,0.32173
0.69217,0.30783
0.59904,0.40096
0.7135,0.2865
0.56019,0.43981
0.60791,0.39209
0.76336,0.23664
0.36825,0.63175
0.6307,0.3693
0.41996,0.58004
0.61853,0.38147
0.78967,0.21033
0.41634,0.58366
0.32754,0.67246
0.85683,0.14317
0.76761,0.23239
0.64569,0.35431
0.82627,0.17373
0.60027,0.39973
0.83936,0.16064
0.7102,0.2898
0.81969,0.18031
0.67308,0.32692
0.77314,0.22686
0.60778,0.39222
0.51586,0.48414
0.63779,0.36221
0.87777,0.12223
0.8802,0.1198
0.90378,0.09622
0.82738,0.17262
0.63257,0.36743
0.7324,0.2676
0.93498,0.065025
0.56827,0.43173
0.79547,0.20453
0.58088,0.41912
0.56913,0.43087
0.67419,0.32581
0.3674,0.6326
0.78471,0.21529
0.84466,0.15534
0.37387,0.62613
0.70105,0.29895
0.78552,0.21448
0.88167,0.11833
0.28647,0.71353
0.96872,0.031278
0.58166,0.41834
0.62685,0.37315
0.74489,0.25511
0.59694,0.40306
0.89948,0.10052
0.5516,0.4484
0.6574,0.3426
0.84525,0.15475
0.698,0.302
0.53557,0.46443
0.82854,0.17146
0.62538,0.37462
0.38356,0.61644
0.60173,0.39827
0.55115,0.44885
0.48295,0.51705
0.58344,0.41656
0.67641,0.32359
0.54702,0.45298
0.73006,0.26994
0.63558,0.36442
0.23925,0.76075
0.8637,0.1363
0.97929,0.020708
0.66495,0.33505
0.55594,0.44406
0.67251,0.32749
0.91903,0.080968
0.85923,0.14077
0.52627,0.47373
0.57776,0.42224
0.72536,0.27464
0.66938,0.33062
0.72058,0.27942
0.51248,0.48752
0.61397,0.38603
0.45611,0.54389
0.56003,0.43997
0.32027,0.67973
0.35324,0.64676
0.75387,0.24613
0.72556,0.27444
0.8089,0.1911
0.76263,0.23737
0.63208,0.36792
0.69308,0.30692
0.61108,0.38892
0.4524,0.5476
0.81332,0.18668
